journal_name,issn,field,doi,title,received_date,accepted_date,revised_date,published_date,days_submission_to_acceptance,days_acceptance_to_publication,days_total,data_source
Journal of Atherosclerosis and Thrombosis,1880-3873,Biochemistry,10.5551/jat.65290,Long-term Clinical Outcomes after Endovascular Treatment by Aortoiliac Artery Stent Implantation,2024-06-27,2025-06-08,,2026-01-01,346,207,553,jstage
Journal of Atherosclerosis and Thrombosis,1880-3873,Biochemistry,10.5551/jat.66011,PGC-1β Mediates the Atheroprotective Roles of β-Aminoisobutyric Acid (BAIBA) in Vascular Endothelial Cells,2025-09-10,2025-12-07,,2026-01-01,88,25,113,jstage
Journal of Atherosclerosis and Thrombosis,1880-3873,Biochemistry,10.5551/jat.65441,Apolipoprotein E-Containing High-Density Lipoprotein is Independently Associated with Atherosclerotic Plaque Progression,2024-10-08,2025-05-27,,2026-01-01,231,219,450,jstage
Journal of Atherosclerosis and Thrombosis,1880-3873,Biochemistry,10.5551/jat.65655,Association between Phase Angle and Subclinical Atherosclerosis in Asymptomatic Adults: A Large Scale Cross-Sectional and Longitudinal Study,2025-01-19,2025-06-03,,2026-01-01,135,212,347,jstage
Journal of Atherosclerosis and Thrombosis,1880-3873,Biochemistry,10.5551/jat.66076,TLR4 Inhibition Attenuates Vascular Remodeling in A Mouse Model of Chronic Kidney Disease,2025-11-03,2025-12-15,,2026-01-01,42,17,59,jstage
Journal of Atherosclerosis and Thrombosis,1880-3873,Biochemistry,10.5551/jat.65886,Retinol-binding Protein 4 as a Predictor of Cardiovascular Events after Percutaneous Coronary Intervention in Patients with Acute Myocardial Infarction,2025-06-08,2026-01-15,,2026-01-01,221,,207,jstage
Journal of Atherosclerosis and Thrombosis,1880-3873,Biochemistry,10.5551/jat.65984,The Effects of Pemafibrate on Fibrinogen and Thrombogenicity in Patients with Coronary Artery Disease,2025-08-23,2025-12-24,,2026-01-01,123,8,131,jstage
Journal of Atherosclerosis and Thrombosis,1880-3873,Biochemistry,10.5551/jat.65964,Inverse Association between T50 Calciprotein Crystallization (Serum Calcification Propensity) and Carotid Artery Intima-Media Thickness in Health Examinees with a Reduced Kidney Function,2025-08-11,2025-12-15,,2026-01-01,126,17,143,jstage
Journal of Atherosclerosis and Thrombosis,1880-3873,Biochemistry,10.5551/jat.rv22044,"High-Sensitivity C-Reactive Protein and Residual Inflammatory Risk in Coronary Artery Disease: The Pathophysiology, Prognosis, and Emerging Therapies",2025-08-19,2025-08-22,,2026-01-01,3,132,135,jstage
Journal of Atherosclerosis and Thrombosis,1880-3873,Biochemistry,10.5551/jat.ed293,APOE-containing HDL: A New Window into the HDL Function and Atherosclerosis Progression,2025-10-06,2025-10-15,,2026-01-01,9,78,87,jstage
Journal of Atherosclerosis and Thrombosis,1880-3873,Biochemistry,10.5551/jat.rv22049,A Catalog of the Pathogenic Variants in ABCG5 and ABCG8 and Clinical Features in Sitosterolemia,2026-01-22,2026-01-22,,2026-01-01,0,,,jstage
Journal of Atherosclerosis and Thrombosis,1880-3873,Biochemistry,10.5551/jat.66093,An Inverted U-shaped Relationship between Glycemic Variability and Mortality in Patients with Severe Pulmonary Embolism: A Retrospective Study,2025-11-12,2026-01-13,,2026-01-01,62,,50,jstage
Journal of Atherosclerosis and Thrombosis,1880-3873,Biochemistry,10.5551/jat.rv22045,Critical Role of microRNA-33a/b in Cardiovascular and Metabolic Disease: Molecular Mechanisms and Therapeutic Perspectives,2025-09-11,2025-10-07,,2026-01-01,26,86,112,jstage
Journal of Atherosclerosis and Thrombosis,1880-3873,Biochemistry,10.5551/jat.ed297,"Desmosterol as a Novel Biomarker Linking Cholesterol Metabolism, Liver Inflammation, and Cardiovascular Risk in Metabolic Dysfunction-Associated Steatotic Liver Disease",2025-11-07,2025-11-08,,2026-01-01,1,54,55,jstage
Journal of Atherosclerosis and Thrombosis,1880-3873,Biochemistry,10.5551/jat.65989,Cardiovascular Risk of Alcohol Consumption due to Renal Impairment: A 10-Year Prospective Study in a Community-Dwelling Japanese Population,2025-08-25,2026-01-05,,2026-01-01,133,,129,jstage
Journal of Atherosclerosis and Thrombosis,1880-3873,Biochemistry,10.5551/jat.ed303,Beyond Familial Hypercholesterolemia: Your Feet can Help Predict Your Coronary Atherosclerosis,2026-02-08,2026-02-09,,2026-01-01,1,,,jstage
Journal of Atherosclerosis and Thrombosis,1880-3873,Biochemistry,10.5551/jat.65748,Serum Desmosterol Level Reflects Hepatic Inflammation Grade in Patients with Biopsy-Confirmed Metabolic Dysfunction-Associated Steatotic Liver Disease,2025-03-07,2025-05-22,,2026-01-01,76,224,300,jstage
Journal of Atherosclerosis and Thrombosis,1880-3873,Biochemistry,10.5551/jat.ed300,The Mysterious Question on Discordance between Achilles Tendon Thickness Assessed by Ultrasound and X-ray Has been Solved,2025-12-21,2025-12-24,,2026-01-01,3,8,11,jstage
Journal of Atherosclerosis and Thrombosis,1880-3873,Biochemistry,10.5551/jat.66102,Assessment of Recurrence Patterns and Treatment Strategies for Reintervention after Paclitaxel-Coated Balloon Angioplasty in Femoropopliteal Artery Diseases: Results of the ASTRA Study,2025-12-02,2026-01-21,,2026-01-01,50,,30,jstage
Journal of Atherosclerosis and Thrombosis,1880-3873,Biochemistry,10.5551/jat.ed301,Does Lp(a) Help to Identify High-risk Plaques?,2026-01-08,2026-01-13,,2026-01-01,5,,,jstage
Journal of Atherosclerosis and Thrombosis,1880-3873,Biochemistry,10.5551/jat.65360,Safe Continuation of Apheresis during Pregnancy using the Double-Filtration Plasmapheresis Thermo Mode in a Pregnant Female with Familial Hypercholesterolemia: A Case Report,2025-03-10,2025-07-06,,2026-01-01,118,179,297,jstage
Journal of Atherosclerosis and Thrombosis,1880-3873,Biochemistry,10.5551/jat.65710,Influence of Elevated Serum Lipoprotein(a) on Carotid Artery Plaque Ulceration in Patients Considered for Carotid Revascularization,2025-02-27,2025-06-10,,2026-01-01,103,205,308,jstage
Journal of Atherosclerosis and Thrombosis,1880-3873,Biochemistry,10.5551/jat.65926,Prognostic Significance of the Estimated Small Dense Low-Density Lipoprotein Cholesterol Levels in Predicting the Incidence of Coronary Artery Disease: The Nagahama Study and Shizuoka Kokuho Database ,2025-07-15,2026-01-15,,2026-01-01,184,,170,jstage
Journal of Atherosclerosis and Thrombosis,1880-3873,Biochemistry,10.5551/jat.rv22048,Two-Step Clinical Pathways to Cardiovascular Mortality in Chronic Kidney Disease and Dialysis -- A Narrative Review,2025-12-31,2026-01-16,,2026-01-01,16,,1,jstage
Journal of Atherosclerosis and Thrombosis,1880-3873,Biochemistry,10.5551/jat.65669,Enhancement of ABCA1 and ABCG1 Expression and Cholesterol Efflux by a Metabolite of Tipelukast: A Potential Therapeutic Strategy for Atherosclerosis,2025-01-30,2025-06-11,,2026-01-01,132,204,336,jstage
Journal of Atherosclerosis and Thrombosis,1880-3873,Biochemistry,10.5551/jat.66002,Prognostic impact of Lesion Subset with or without below the Knee Lesion in Chronic Limb-Threatening Ischemia following Endovascular Revascularization,2025-08-29,2026-01-05,,2026-01-01,129,,125,jstage
Journal of Atherosclerosis and Thrombosis,1880-3873,Biochemistry,10.5551/jat.65991,A Single-Cell Analysis Reveals Macrophage Heterogeneity Driving Plaque Vulnerability in Coronary and Carotid Arteries,2025-08-27,2026-01-12,,2026-01-01,138,,127,jstage
Journal of Atherosclerosis and Thrombosis,1880-3873,Biochemistry,10.5551/jat.65992,A Low LDL-C Level but not Statin Use is Associated with In-hospital Mortality in Spontaneous Intracerebral Hemorrhage; The J-ICH Registry,2025-08-27,2026-01-12,,2026-01-01,138,,127,jstage
Journal of Atherosclerosis and Thrombosis,1880-3873,Biochemistry,10.5551/jat.66073,An Elevated Serum Apolipoprotein C-III Concentration is Associated with the Risk of Coronary Heart Disease in a Japanese General Population. The Hidaka Cohort Study,2025-11-04,2025-12-17,,2026-01-01,43,15,58,jstage
Journal of Atherosclerosis and Thrombosis,1880-3873,Biochemistry,10.5551/jat.66105,Remote Ischemic Conditioning for Acute Ischemic Stroke: The RICAIS Randomized Clinical Trial,2025-11-20,2026-01-20,,2026-01-01,61,,42,jstage
Journal of Atherosclerosis and Thrombosis,1880-3873,Biochemistry,10.5551/jat.66000,Simultaneous Assessment of Genetic and Epigenetic Contributions to the Plasma Lipid Levels with Respect to Cardiovascular Risk,2025-09-01,2025-12-22,,2026-01-01,112,10,122,jstage
Journal of Atherosclerosis and Thrombosis,1880-3873,Biochemistry,10.5551/jat.65864,The Dietary Fiber Intake and the Risk of Disabling Dementia: The JPHC Disabling Dementia Study,2025-05-27,2025-11-19,,2026-01-01,176,43,219,jstage
Journal of Atherosclerosis and Thrombosis,1880-3873,Biochemistry,10.5551/jat.66056,P2Y&lt;sub&gt;12&lt;/sub&gt; Inhibitor Response By Patient Background Factors: An Exploratory &lt;i&gt;Post Hoc&lt;/i&gt; Subgroup Analysis of the ACUTE-PRAS Study,2025-10-14,2026-01-12,,2026-01-01,90,,79,jstage
Journal of Atherosclerosis and Thrombosis,1880-3873,Biochemistry,10.5551/jat.65623,Association of Visceral Fat Accumulation with Endothelial Glycocalyx Degradation in People with and without Type 2 Diabetes: A Retrospective Cross-sectional Study,2025-01-15,2025-05-12,,2025-12-01,117,203,320,jstage
Journal of Atherosclerosis and Thrombosis,1880-3873,Biochemistry,10.5551/jat.65686,QT Interval Prolongation and Dementia in a General Japanese Population: the Hisayama Study,2025-02-11,2025-05-25,,2025-12-01,103,190,293,jstage
Journal of Atherosclerosis and Thrombosis,1880-3873,Biochemistry,10.5551/jat.65670,Undiagnosed Coronary Artery Disease in Hemodialysis-Initiating Patients,2025-02-17,2025-05-11,,2025-12-01,83,204,287,jstage
Journal of Atherosclerosis and Thrombosis,1880-3873,Biochemistry,10.5551/jat.ed291,From Risk to Resilience: Transforming Perinatal Management for Women with FH,2025-08-27,2025-09-10,,2025-12-01,14,82,96,jstage
Journal of Atherosclerosis and Thrombosis,1880-3873,Biochemistry,10.5551/jat.ed287,Are Per- and Polyfluoroalkyl Substances Forever Risk Factors for Cardiovascular Disease?,2025-07-09,2025-07-11,,2025-12-01,2,143,145,jstage
Journal of Atherosclerosis and Thrombosis,1880-3873,Biochemistry,10.5551/jat.64781,NIRS-IVUS Assessment of OCT-Derived Healed Coronary Plaques,2023-12-17,2024-07-03,,2025-12-01,199,,715,jstage
Journal of Atherosclerosis and Thrombosis,1880-3873,Biochemistry,10.5551/jat.65621,"Regional Disparities in Incidence, Therapeutic Approaches, and In-hospital Mortality of Critical Limb Ischemia in Japan",2025-01-07,2025-05-14,,2025-12-01,127,201,328,jstage
Journal of Atherosclerosis and Thrombosis,1880-3873,Biochemistry,10.5551/jat.65708,"Per- and Polyfluoroalkyl Substances, Serum Lipidome, and Clinical Outcomes after Percutaneous Coronary Intervention in Type 2 Diabetic Patients: A Prospective Nested Case-control Study",2025-02-20,2025-05-07,,2025-12-01,76,208,284,jstage
Journal of Atherosclerosis and Thrombosis,1880-3873,Biochemistry,10.5551/jat.65784,Short-Term Treatment for Immune-Mediated Acquired Lecithin–Cholesterol Acyltransferase Deficiency Restores the High-Density Lipoprotein Function: A Case Report,2025-03-27,2025-06-26,,2025-12-01,91,158,249,jstage
Journal of Atherosclerosis and Thrombosis,1880-3873,Biochemistry,10.5551/jat.65668,Survey on the Current Status of Perinatal Management among Women with Familial Hypercholesterolemia in Japan,2025-01-29,2025-05-18,,2025-12-01,109,197,306,jstage
Journal of Atherosclerosis and Thrombosis,1880-3873,Biochemistry,10.5551/jat.65723,Effect of Stroke Severity on Efficacy and Safety of Indobufen versus Aspirin in Patients with Moderate to Severe Stroke: Results from the INSURE Randomized Clinical Trial,2025-02-27,2025-05-19,,2025-12-01,81,196,277,jstage
Journal of Atherosclerosis and Thrombosis,1880-3873,Biochemistry,10.5551/jat.rv22043,"Gout, Uric Acid, and Coronary Artery Disease",2025-07-18,2025-07-23,,2025-12-01,5,131,136,jstage
Journal of Atherosclerosis and Thrombosis,1880-3873,Biochemistry,10.5551/jat.65653,Hemostatic Activation Markers and Early Neurological Deterioration in Branch Atheromatous Disease-Related Stroke,2025-01-18,2025-04-13,,2025-11-01,85,202,287,jstage
Journal of Atherosclerosis and Thrombosis,1880-3873,Biochemistry,10.5551/jat.65707,Effects of Pemafibrate on Cholesterol Synthesis and Absorption: a Post-Hoc Subgroup Analysis of a Phase 2 Clinical Trial,2025-02-20,2025-05-01,,2025-11-01,70,184,254,jstage
Journal of Atherosclerosis and Thrombosis,1880-3873,Biochemistry,10.5551/jat.ed289,Does Pemafibrate Lower Low-Density Lipoprotein-Cholesterol?,2025-08-05,2025-08-05,,2025-11-01,0,88,88,jstage
Journal of Atherosclerosis and Thrombosis,1880-3873,Biochemistry,10.5551/jat.rv22042,Beyond High-density Lipoprotein-cholesterol: Unraveling the Complexity of High-density Lipoprotein Functionality,2025-07-01,2025-07-16,,2025-11-01,15,108,123,jstage
Journal of Atherosclerosis and Thrombosis,1880-3873,Biochemistry,10.5551/jat.65696,Combined Use of Statin and PCSK9 Inhibitor in a Pregnant Woman with Possible Familial Hypercholesterolemia and Coronary Artery Stenosis,2025-02-17,2025-06-17,,2025-11-01,120,137,257,jstage
Journal of Atherosclerosis and Thrombosis,1880-3873,Biochemistry,10.5551/jat.ed290,Sustaining the Promise of PCSK9 Inhibitors: Lessons from Real-World Adherence in China,2025-08-25,2025-08-25,,2025-11-01,0,68,68,jstage
Journal of Atherosclerosis and Thrombosis,1880-3873,Biochemistry,10.5551/jat.65650,"Serum Total Cholesterol and Fatal Subarachnoid Hemorrhage in 120,000 Japanese: A Pooled Analysis of Data from 12 Cohorts",2025-01-17,2025-04-16,,2025-11-01,89,199,288,jstage
Journal of Atherosclerosis and Thrombosis,1880-3873,Biochemistry,10.5551/jat.ed288,Revisiting the Role of Interleukin-6 in Predicting Stroke and Cardiovascular Events,2025-07-15,2025-07-15,,2025-11-01,0,109,109,jstage
Journal of Atherosclerosis and Thrombosis,1880-3873,Biochemistry,10.5551/jat.65460,&lt;i&gt;Phocaeicola dorei&lt;/i&gt; and &lt;i&gt;Phocaeicola vulgatus&lt;/i&gt; Protect against Atherosclerosis by Regulating Gut Immunity,2024-10-30,2025-05-02,,2025-11-01,184,183,367,jstage
Journal of Atherosclerosis and Thrombosis,1880-3873,Biochemistry,10.5551/jat.65731,Impact of a Physician-led Strike Early–Strike Strong Lipid-Lowering Protocol Incorporating PCSK9 Inhibitors for Patients with Acute Myocardial Infarction,2025-03-01,2025-04-22,,2025-11-01,52,193,245,jstage
Journal of Atherosclerosis and Thrombosis,1880-3873,Biochemistry,10.5551/jat.65624,Multilevel Factors Predict Medication Adherence and Efficacy within 12 Months in Patients Receiving PCSK9 Monoclonal Antibodies: The Findings from a Real-World Analysis in China,2025-01-07,2025-03-12,,2025-11-01,64,234,298,jstage
Journal of Atherosclerosis and Thrombosis,1880-3873,Biochemistry,10.5551/jat.65763,"Association between Serum Levels of Interleukin-6 and Stroke, Cardiovascular Events, and Alzheimer’s Disease Dementia",2025-03-14,2025-04-27,,2025-11-01,44,188,232,jstage
Journal of Atherosclerosis and Thrombosis,1880-3873,Biochemistry,10.5551/jat.rv22041,Assessments of Atherosclerosis and Treatment Strategies for Heterozygous Familial Hypercholesterolemia,2025-03-31,2025-05-22,,2025-10-01,52,132,184,jstage
Journal of Atherosclerosis and Thrombosis,1880-3873,Biochemistry,10.5551/jat.65654,The Incremental Prognostic Value of Incorporating the Triglyceride-Glucose Index into the Traditional Cardiovascular Risk Factors for the Long-term Prognosis in Ischemic Cardiomyopathy Patients with H,2025-01-18,2025-03-12,,2025-10-01,53,203,256,jstage
Journal of Atherosclerosis and Thrombosis,1880-3873,Biochemistry,10.5551/jat.rv22040,The Role of Pediatric Screening in Preventing Lifestyle-related Diseases in Japan: Current Practices and Future Directions,2025-05-19,2025-07-04,,2025-10-01,46,89,135,jstage
Journal of Atherosclerosis and Thrombosis,1880-3873,Biochemistry,10.5551/jat.65558,Intravascular Imaging and Pathological Features of Drug-Coated Balloon Angioplasty in Atherosclerotic Porcine Peripheral Arteries,2024-12-03,2025-04-10,,2025-10-01,128,174,302,jstage
